"SerieId","CountryId","YearId","value"
"SP.POP.0004.FE","ARG","YR2014","1814407"
"SP.POP.0004.FE","BRA","YR2014","7160552"
"SP.POP.0004.FE","CHL","YR2014","610935"
"SP.POP.0004.FE","COL","YR2014","1792481"
"SP.POP.0004.FE","BOL","YR2014","584597"
"SP.POP.0004.FE","ECU","YR2014","780571"
"SP.POP.0004.FE","PRY","YR2014","335991"
"SP.POP.0004.FE","PER","YR2014","1387250"
"SP.POP.0004.FE","URY","YR2014","115964"
"SP.POP.0004.FE","VEN","YR2014","1436313"
"SP.POP.0004.FE.5Y","ARG","YR2014","8.291124995"
"SP.POP.0004.FE.5Y","BRA","YR2014","6.958207872"
"SP.POP.0004.FE.5Y","CHL","YR2014","6.773757379"
"SP.POP.0004.FE.5Y","COL","YR2014","7.482803355"
"SP.POP.0004.FE.5Y","BOL","YR2014","10.98103236"
"SP.POP.0004.FE.5Y","ECU","YR2014","9.799088623"
"SP.POP.0004.FE.5Y","PRY","YR2014","10.36684815"
"SP.POP.0004.FE.5Y","PER","YR2014","9.164488043"
"SP.POP.0004.FE.5Y","URY","YR2014","6.585933644"
"SP.POP.0004.FE.5Y","VEN","YR2014","9.518588947"
"SP.POP.0004.MA","ARG","YR2014","1883034"
"SP.POP.0004.MA","BRA","YR2014","7489945"
"SP.POP.0004.MA","CHL","YR2014","634067"
"SP.POP.0004.MA","COL","YR2014","1874356"
"SP.POP.0004.MA","BOL","YR2014","611630"
"SP.POP.0004.MA","ECU","YR2014","816091"
"SP.POP.0004.MA","PRY","YR2014","351543"
"SP.POP.0004.MA","PER","YR2014","1442567"
"SP.POP.0004.MA","URY","YR2014","120990"
"SP.POP.0004.MA","VEN","YR2014","1505520"
"SP.POP.0004.MA.5Y","ARG","YR2014","9.059244823"
"SP.POP.0004.MA.5Y","BRA","YR2014","7.500764703"
"SP.POP.0004.MA.5Y","CHL","YR2014","7.254917261"
"SP.POP.0004.MA.5Y","COL","YR2014","8.144758314"
"SP.POP.0004.MA.5Y","BOL","YR2014","11.36263359"
"SP.POP.0004.MA.5Y","ECU","YR2014","10.21891714"
"SP.POP.0004.MA.5Y","PRY","YR2014","10.467231"
"SP.POP.0004.MA.5Y","PER","YR2014","9.647252637"
"SP.POP.0004.MA.5Y","URY","YR2014","7.378986812"
"SP.POP.0004.MA.5Y","VEN","YR2014","10.06806806"
"SP.POP.0014.TO","ARG","YR2014","10824454"
"SP.POP.0014.TO","BRA","YR2014","46366981"
"SP.POP.0014.TO","CHL","YR2014","3697241"
"SP.POP.0014.TO","COL","YR2014","11760146"
"SP.POP.0014.TO","BOL","YR2014","3516847"
"SP.POP.0014.TO","ECU","YR2014","4693421"
"SP.POP.0014.TO","PRY","YR2014","2036643"
"SP.POP.0014.TO","PER","YR2014","8540847"
"SP.POP.0014.TO","URY","YR2014","723825"
"SP.POP.0014.TO","VEN","YR2014","8643089"
"SP.POP.0014.TO.ZS","ARG","YR2014","25.36812949"
"SP.POP.0014.TO.ZS","BRA","YR2014","22.86749111"
"SP.POP.0014.TO.ZS","CHL","YR2014","20.81900747"
"SP.POP.0014.TO.ZS","COL","YR2014","25.03879049"
"SP.POP.0014.TO.ZS","BOL","YR2014","32.84772256"
"SP.POP.0014.TO.ZS","ECU","YR2014","29.42245534"
"SP.POP.0014.TO.ZS","PRY","YR2014","30.86045877"
"SP.POP.0014.TO.ZS","PER","YR2014","28.38398505"
"SP.POP.0014.TO.ZS","URY","YR2014","21.28621153"
"SP.POP.0014.TO.ZS","VEN","YR2014","28.76908833"
"SP.POP.0014.FE.IN","ARG","YR2014","5314049"
"SP.POP.0014.FE.IN","BRA","YR2014","22707448"
"SP.POP.0014.FE.IN","CHL","YR2014","1815164"
"SP.POP.0014.FE.IN","COL","YR2014","5751739"
"SP.POP.0014.FE.IN","BOL","YR2014","1720615"
"SP.POP.0014.FE.IN","ECU","YR2014","2295764"
"SP.POP.0014.FE.IN","PRY","YR2014","995532"
"SP.POP.0014.FE.IN","PER","YR2014","4181432"
"SP.POP.0014.FE.IN","URY","YR2014","354133"
"SP.POP.0014.FE.IN","VEN","YR2014","4222014"
"SP.POP.0014.FE.ZS","ARG","YR2014","24.28310609"
"SP.POP.0014.FE.ZS","BRA","YR2014","22.06577697"
"SP.POP.0014.FE.ZS","CHL","YR2014","20.1256771"
"SP.POP.0014.FE.ZS","COL","YR2014","24.01092781"
"SP.POP.0014.FE.ZS","BOL","YR2014","32.31992123"
"SP.POP.0014.FE.ZS","ECU","YR2014","28.82043388"
"SP.POP.0014.FE.ZS","PRY","YR2014","30.71668311"
"SP.POP.0014.FE.ZS","PER","YR2014","27.62348788"
"SP.POP.0014.FE.ZS","URY","YR2014","20.11224552"
"SP.POP.0014.FE.ZS","VEN","YR2014","27.97970623"
