"SerieId","CountryId","YearId","value"
"SE.SEC.ENRR.FE","ARG","YR2010","104.15448"
"SE.SEC.ENRR.FE","BRA","YR2010",""
"SE.SEC.ENRR.FE","CHL","YR2010","91.39967346"
"SE.SEC.ENRR.FE","COL","YR2010","102.2693787"
"SE.SEC.ENRR.FE","BOL","YR2010","88.52033997"
"SE.SEC.ENRR.FE","ECU","YR2010","94.46946716"
"SE.SEC.ENRR.FE","PRY","YR2010","69.78595734"
"SE.SEC.ENRR.FE","PER","YR2010","93.5096283"
"SE.SEC.ENRR.FE","URY","YR2010","109.4897766"
"SE.SEC.ENRR.FE","VEN","YR2010","86.59001923"
"SE.SEC.NENR.FE","ARG","YR2010","85.80616"
"SE.SEC.NENR.FE","BRA","YR2010",""
"SE.SEC.NENR.FE","CHL","YR2010","86.45824"
"SE.SEC.NENR.FE","COL","YR2010","78.27416"
"SE.SEC.NENR.FE","BOL","YR2010","73.39152"
"SE.SEC.NENR.FE","ECU","YR2010","72.48103"
"SE.SEC.NENR.FE","PRY","YR2010","63.58177"
"SE.SEC.NENR.FE","PER","YR2010","79.51214"
"SE.SEC.NENR.FE","URY","YR2010",""
"SE.SEC.NENR.FE","VEN","YR2010","75.8728"
"SE.SEC.ENRR.MA","ARG","YR2010","94.99504089"
"SE.SEC.ENRR.MA","BRA","YR2010",""
"SE.SEC.ENRR.MA","CHL","YR2010","88.66488647"
"SE.SEC.ENRR.MA","COL","YR2010","93.01107788"
"SE.SEC.ENRR.MA","BOL","YR2010","88.89040375"
"SE.SEC.ENRR.MA","ECU","YR2010","90.2501297"
"SE.SEC.ENRR.MA","PRY","YR2010","65.66197968"
"SE.SEC.ENRR.MA","PER","YR2010","91.12558746"
"SE.SEC.ENRR.MA","URY","YR2010","93.22009277"
"SE.SEC.ENRR.MA","VEN","YR2010","78.99002075"
"SE.SEC.NENR.MA","ARG","YR2010","78.50932"
"SE.SEC.NENR.MA","BRA","YR2010",""
"SE.SEC.NENR.MA","CHL","YR2010","83.2031"
"SE.SEC.NENR.MA","COL","YR2010","72.45884"
"SE.SEC.NENR.MA","BOL","YR2010","72.19899"
"SE.SEC.NENR.MA","ECU","YR2010","71.15779"
"SE.SEC.NENR.MA","PRY","YR2010","58.41696"
"SE.SEC.NENR.MA","PER","YR2010","76.0262"
"SE.SEC.NENR.MA","URY","YR2010",""
"SE.SEC.NENR.MA","VEN","YR2010","68.17434"
"SE.TER.ENRR","ARG","YR2010","73.23139954"
"SE.TER.ENRR","BRA","YR2010",""
"SE.TER.ENRR","CHL","YR2010","67.86342621"
"SE.TER.ENRR","COL","YR2010","39.41331863"
"SE.TER.ENRR","BOL","YR2010",""
"SE.TER.ENRR","ECU","YR2010",""
"SE.TER.ENRR","PRY","YR2010","34.63021088"
"SE.TER.ENRR","PER","YR2010",""
"SE.TER.ENRR","URY","YR2010","51.23524094"
"SE.TER.ENRR","VEN","YR2010",""
"SE.TER.ENRR.FE","ARG","YR2010","87.82827759"
"SE.TER.ENRR.FE","BRA","YR2010",""
"SE.TER.ENRR.FE","CHL","YR2010","70.32852936"
"SE.TER.ENRR.FE","COL","YR2010","41.34383011"
"SE.TER.ENRR.FE","BOL","YR2010",""
"SE.TER.ENRR.FE","ECU","YR2010",""
"SE.TER.ENRR.FE","PRY","YR2010","40.88206863"
"SE.TER.ENRR.FE","PER","YR2010",""
"SE.TER.ENRR.FE","URY","YR2010","65.05851746"
"SE.TER.ENRR.FE","VEN","YR2010",""
"SP.POP.BRTH.MF","ARG","YR2010","1.04"
"SP.POP.BRTH.MF","BRA","YR2010","1.05"
"SP.POP.BRTH.MF","CHL","YR2010","1.04"
"SP.POP.BRTH.MF","COL","YR2010","1.05"
"SP.POP.BRTH.MF","BOL","YR2010","1.05"
"SP.POP.BRTH.MF","ECU","YR2010","1.05"
"SP.POP.BRTH.MF","PRY","YR2010","1.05"
"SP.POP.BRTH.MF","PER","YR2010","1.05"
"SP.POP.BRTH.MF","URY","YR2010","1.05"
"SP.POP.BRTH.MF","VEN","YR2010","1.05"
"SL.EMP.INSV.FE.ZS","ARG","YR2010","44.1"
"SL.EMP.INSV.FE.ZS","BRA","YR2010",""
"SL.EMP.INSV.FE.ZS","CHL","YR2010","37.8"
"SL.EMP.INSV.FE.ZS","COL","YR2010","46.4"
"SL.EMP.INSV.FE.ZS","BOL","YR2010",""
"SL.EMP.INSV.FE.ZS","ECU","YR2010",""
"SL.EMP.INSV.FE.ZS","PRY","YR2010","39.3"
"SL.EMP.INSV.FE.ZS","PER","YR2010","35.8"
"SL.EMP.INSV.FE.ZS","URY","YR2010","49.3"
"SL.EMP.INSV.FE.ZS","VEN","YR2010","42.5"
"SH.MED.SAOP.P5","ARG","YR2010",""
"SH.MED.SAOP.P5","BRA","YR2010",""
"SH.MED.SAOP.P5","CHL","YR2010",""
"SH.MED.SAOP.P5","COL","YR2010",""
"SH.MED.SAOP.P5","BOL","YR2010",""
"SH.MED.SAOP.P5","ECU","YR2010",""
"SH.MED.SAOP.P5","PRY","YR2010",""
"SH.MED.SAOP.P5","PER","YR2010",""
"SH.MED.SAOP.P5","URY","YR2010",""
"SH.MED.SAOP.P5","VEN","YR2010",""
"SH.DYN.STLB","ARG","YR2010","4.852413281"
"SH.DYN.STLB","BRA","YR2010","8.468206704"
"SH.DYN.STLB","CHL","YR2010","3.68021244"
"SH.DYN.STLB","COL","YR2010","8.440387231"
"SH.DYN.STLB","BOL","YR2010","11.9750287"
"SH.DYN.STLB","ECU","YR2010","11.08768565"
"SH.DYN.STLB","PRY","YR2010","13.36142636"
"SH.DYN.STLB","PER","YR2010","8.991542572"
"SH.DYN.STLB","URY","YR2010","4.874470872"
"SH.DYN.STLB","VEN","YR2010","8.802971629"
"SH.STA.SUIC.P5","ARG","YR2010","8.6"
"SH.STA.SUIC.P5","BRA","YR2010","5"
"SH.STA.SUIC.P5","CHL","YR2010","11.6"
"SH.STA.SUIC.P5","COL","YR2010","3.8"
"SH.STA.SUIC.P5","BOL","YR2010","6"
"SH.STA.SUIC.P5","ECU","YR2010","9.9"
"SH.STA.SUIC.P5","PRY","YR2010","3.5"
"SH.STA.SUIC.P5","PER","YR2010","3.5"
"SH.STA.SUIC.P5","URY","YR2010","16"
"SH.STA.SUIC.P5","VEN","YR2010","3.4"
"SH.STA.SUIC.FE.P5","ARG","YR2010","3.2"
"SH.STA.SUIC.FE.P5","BRA","YR2010","2.5"
"SH.STA.SUIC.FE.P5","CHL","YR2010","4.4"
"SH.STA.SUIC.FE.P5","COL","YR2010","1.5"
"SH.STA.SUIC.FE.P5","BOL","YR2010","4.4"
"SH.STA.SUIC.FE.P5","ECU","YR2010","5.5"
"SH.STA.SUIC.FE.P5","PRY","YR2010","2.2"
"SH.STA.SUIC.FE.P5","PER","YR2010","1.9"
"SH.STA.SUIC.FE.P5","URY","YR2010","7.2"
"SH.STA.SUIC.FE.P5","VEN","YR2010","1"
"SH.STA.SUIC.MA.P5","ARG","YR2010","14.2"
"SH.STA.SUIC.MA.P5","BRA","YR2010","7.6"
"SH.STA.SUIC.MA.P5","CHL","YR2010","19.1"
"SH.STA.SUIC.MA.P5","COL","YR2010","6.2"
"SH.STA.SUIC.MA.P5","BOL","YR2010","7.7"
"SH.STA.SUIC.MA.P5","ECU","YR2010","14.3"
"SH.STA.SUIC.MA.P5","PRY","YR2010","4.8"
"SH.STA.SUIC.MA.P5","PER","YR2010","5"
"SH.STA.SUIC.MA.P5","URY","YR2010","25.4"
"SH.STA.SUIC.MA.P5","VEN","YR2010","5.8"
"SP.DYN.TO65.FE.ZS","ARG","YR2010","85.7677624"
"SP.DYN.TO65.FE.ZS","BRA","YR2010","83.0251928"
"SP.DYN.TO65.FE.ZS","CHL","YR2010","89.512678"
"SP.DYN.TO65.FE.ZS","COL","YR2010","85.3511672"
"SP.DYN.TO65.FE.ZS","BOL","YR2010","72.5931938"
"SP.DYN.TO65.FE.ZS","ECU","YR2010","83.5551206"
"SP.DYN.TO65.FE.ZS","PRY","YR2010","79.054451"
"SP.DYN.TO65.FE.ZS","PER","YR2010","83.7779726"
"SP.DYN.TO65.FE.ZS","URY","YR2010","86.6654524"
"SP.DYN.TO65.FE.ZS","VEN","YR2010","83.6177078"
"SP.DYN.TO65.MA.ZS","ARG","YR2010","74.7445428"
"SP.DYN.TO65.MA.ZS","BRA","YR2010","70.2457144"
"SP.DYN.TO65.MA.ZS","CHL","YR2010","81.1365018"
"SP.DYN.TO65.MA.ZS","COL","YR2010","75.4244028"
"SP.DYN.TO65.MA.ZS","BOL","YR2010","64.1764358"
"SP.DYN.TO65.MA.ZS","ECU","YR2010","74.4811862"
"SP.DYN.TO65.MA.ZS","PRY","YR2010","72.9389616"
"SP.DYN.TO65.MA.ZS","PER","YR2010","75.5955826"
"SP.DYN.TO65.MA.ZS","URY","YR2010","76.7483526"
"SP.DYN.TO65.MA.ZS","VEN","YR2010","70.1546828"
"SP.MTR.1519.ZS","ARG","YR2010",""
"SP.MTR.1519.ZS","BRA","YR2010",""
"SP.MTR.1519.ZS","CHL","YR2010",""
"SP.MTR.1519.ZS","COL","YR2010","19.5"
"SP.MTR.1519.ZS","BOL","YR2010",""
"SP.MTR.1519.ZS","ECU","YR2010",""
"SP.MTR.1519.ZS","PRY","YR2010",""
"SP.MTR.1519.ZS","PER","YR2010","13.5"
"SP.MTR.1519.ZS","URY","YR2010",""
"SP.MTR.1519.ZS","VEN","YR2010",""
"SH.ALC.PCAP.LI","ARG","YR2010","9.09"
"SH.ALC.PCAP.LI","BRA","YR2010","8.49"
"SH.ALC.PCAP.LI","CHL","YR2010","9.31"
"SH.ALC.PCAP.LI","COL","YR2010","5.04"
"SH.ALC.PCAP.LI","BOL","YR2010","5.56"
"SH.ALC.PCAP.LI","ECU","YR2010","6.16"
"SH.ALC.PCAP.LI","PRY","YR2010","7.58"
"SH.ALC.PCAP.LI","PER","YR2010","7.69"
"SH.ALC.PCAP.LI","URY","YR2010","7.1"
"SH.ALC.PCAP.LI","VEN","YR2010","8.67"
"SH.ALC.PCAP.FE.LI","ARG","YR2010","4.43"
"SH.ALC.PCAP.FE.LI","BRA","YR2010","3.76"
"SH.ALC.PCAP.FE.LI","CHL","YR2010","4.49"
"SH.ALC.PCAP.FE.LI","COL","YR2010","2.08"
"SH.ALC.PCAP.FE.LI","BOL","YR2010","2.61"
"SH.ALC.PCAP.FE.LI","ECU","YR2010","2.94"
"SH.ALC.PCAP.FE.LI","PRY","YR2010","3.19"
"SH.ALC.PCAP.FE.LI","PER","YR2010","3.68"
"SH.ALC.PCAP.FE.LI","URY","YR2010","3.39"
"SH.ALC.PCAP.FE.LI","VEN","YR2010","3.73"
"SH.ALC.PCAP.MA.LI","ARG","YR2010","14.09"
"SH.ALC.PCAP.MA.LI","BRA","YR2010","13.48"
"SH.ALC.PCAP.MA.LI","CHL","YR2010","14.3"
"SH.ALC.PCAP.MA.LI","COL","YR2010","8.16"
"SH.ALC.PCAP.MA.LI","BOL","YR2010","8.55"
"SH.ALC.PCAP.MA.LI","ECU","YR2010","9.44"
"SH.ALC.PCAP.MA.LI","PRY","YR2010","11.87"
"SH.ALC.PCAP.MA.LI","PER","YR2010","11.78"
"SH.ALC.PCAP.MA.LI","URY","YR2010","11.22"
"SH.ALC.PCAP.MA.LI","VEN","YR2010","13.72"
"SH.HTN.TRET.ZS","ARG","YR2010","41.1"
"SH.HTN.TRET.ZS","BRA","YR2010","54.6"
"SH.HTN.TRET.ZS","CHL","YR2010","53.6"
"SH.HTN.TRET.ZS","COL","YR2010","45.8"
"SH.HTN.TRET.ZS","BOL","YR2010","45.5"
"SH.HTN.TRET.ZS","ECU","YR2010","46.7"
"SH.HTN.TRET.ZS","PRY","YR2010","33.8"
"SH.HTN.TRET.ZS","PER","YR2010","38.2"
"SH.HTN.TRET.ZS","URY","YR2010","50.1"
"SH.HTN.TRET.ZS","VEN","YR2010","52.9"
"SH.HTN.TRET.FE.ZS","ARG","YR2010","49.7"
"SH.HTN.TRET.FE.ZS","BRA","YR2010","65.5"
"SH.HTN.TRET.FE.ZS","CHL","YR2010","66.6"
"SH.HTN.TRET.FE.ZS","COL","YR2010","55.6"
"SH.HTN.TRET.FE.ZS","BOL","YR2010","56.4"
"SH.HTN.TRET.FE.ZS","ECU","YR2010","59"
"SH.HTN.TRET.FE.ZS","PRY","YR2010","46.9"
"SH.HTN.TRET.FE.ZS","PER","YR2010","49.9"
"SH.HTN.TRET.FE.ZS","URY","YR2010","61.7"
"SH.HTN.TRET.FE.ZS","VEN","YR2010","63.1"
"SH.HTN.TRET.MA.ZS","ARG","YR2010","33.5"
"SH.HTN.TRET.MA.ZS","BRA","YR2010","43.3"
"SH.HTN.TRET.MA.ZS","CHL","YR2010","41.2"
"SH.HTN.TRET.MA.ZS","COL","YR2010","35"
"SH.HTN.TRET.MA.ZS","BOL","YR2010","34.3"
"SH.HTN.TRET.MA.ZS","ECU","YR2010","33.4"
"SH.HTN.TRET.MA.ZS","PRY","YR2010","22.9"
"SH.HTN.TRET.MA.ZS","PER","YR2010","26.2"
"SH.HTN.TRET.MA.ZS","URY","YR2010","38.7"
