"SerieId","CountryId","YearId","value"
"SH.HIV.0014","ARG","YR2018","1300"
"SH.HIV.0014","BRA","YR2018",""
"SH.HIV.0014","CHL","YR2018",""
"SH.HIV.0014","COL","YR2018","1600"
"SH.HIV.0014","BOL","YR2018","520"
"SH.HIV.0014","ECU","YR2018","970"
"SH.HIV.0014","PRY","YR2018","500"
"SH.HIV.0014","PER","YR2018","1400"
"SH.HIV.0014","URY","YR2018","200"
"SH.HIV.0014","VEN","YR2018","3700"
"SH.HIV.INCD.14","ARG","YR2018","100"
"SH.HIV.INCD.14","BRA","YR2018",""
"SH.HIV.INCD.14","CHL","YR2018",""
"SH.HIV.INCD.14","COL","YR2018","200"
"SH.HIV.INCD.14","BOL","YR2018","100"
"SH.HIV.INCD.14","ECU","YR2018","200"
"SH.HIV.INCD.14","PRY","YR2018","100"
"SH.HIV.INCD.14","PER","YR2018","200"
"SH.HIV.INCD.14","URY","YR2018","100"
"SH.HIV.INCD.14","VEN","YR2018","500"
"SH.HIV.ORPH","ARG","YR2018","25000"
"SH.HIV.ORPH","BRA","YR2018",""
"SH.HIV.ORPH","CHL","YR2018",""
"SH.HIV.ORPH","COL","YR2018","68000"
"SH.HIV.ORPH","BOL","YR2018","6500"
"SH.HIV.ORPH","ECU","YR2018","18000"
"SH.HIV.ORPH","PRY","YR2018","9500"
"SH.HIV.ORPH","PER","YR2018","35000"
"SH.HIV.ORPH","URY","YR2018","1600"
"SH.HIV.ORPH","VEN","YR2018","33000"
"SH.MLR.TRET.ZS","ARG","YR2018",""
"SH.MLR.TRET.ZS","BRA","YR2018",""
"SH.MLR.TRET.ZS","CHL","YR2018",""
"SH.MLR.TRET.ZS","COL","YR2018",""
"SH.MLR.TRET.ZS","BOL","YR2018",""
"SH.MLR.TRET.ZS","ECU","YR2018",""
"SH.MLR.TRET.ZS","PRY","YR2018",""
"SH.MLR.TRET.ZS","PER","YR2018",""
"SH.MLR.TRET.ZS","URY","YR2018",""
"SH.MLR.TRET.ZS","VEN","YR2018",""
"SH.MED.CMHW.P3","ARG","YR2018",""
"SH.MED.CMHW.P3","BRA","YR2018",""
"SH.MED.CMHW.P3","CHL","YR2018",""
"SH.MED.CMHW.P3","COL","YR2018",""
"SH.MED.CMHW.P3","BOL","YR2018",""
"SH.MED.CMHW.P3","ECU","YR2018",""
"SH.MED.CMHW.P3","PRY","YR2018",""
"SH.MED.CMHW.P3","PER","YR2018",""
"SH.MED.CMHW.P3","URY","YR2018",""
"SH.MED.CMHW.P3","VEN","YR2018",""
"SP.REG.BRTH.ZS","ARG","YR2018",""
"SP.REG.BRTH.ZS","BRA","YR2018",""
"SP.REG.BRTH.ZS","CHL","YR2018",""
"SP.REG.BRTH.ZS","COL","YR2018",""
"SP.REG.BRTH.ZS","BOL","YR2018",""
"SP.REG.BRTH.ZS","ECU","YR2018",""
"SP.REG.BRTH.ZS","PRY","YR2018","71"
"SP.REG.BRTH.ZS","PER","YR2018",""
"SP.REG.BRTH.ZS","URY","YR2018",""
"SP.REG.BRTH.ZS","VEN","YR2018",""
"SP.REG.BRTH.FE.ZS","ARG","YR2018",""
"SP.REG.BRTH.FE.ZS","BRA","YR2018",""
"SP.REG.BRTH.FE.ZS","CHL","YR2018",""
"SP.REG.BRTH.FE.ZS","COL","YR2018",""
"SP.REG.BRTH.FE.ZS","BOL","YR2018",""
"SP.REG.BRTH.FE.ZS","ECU","YR2018",""
"SP.REG.BRTH.FE.ZS","PRY","YR2018",""
"SP.REG.BRTH.FE.ZS","PER","YR2018",""
"SP.REG.BRTH.FE.ZS","URY","YR2018",""
"SP.REG.BRTH.FE.ZS","VEN","YR2018",""
"SP.REG.BRTH.MA.ZS","ARG","YR2018",""
"SP.REG.BRTH.MA.ZS","BRA","YR2018",""
"SP.REG.BRTH.MA.ZS","CHL","YR2018",""
"SP.REG.BRTH.MA.ZS","COL","YR2018",""
"SP.REG.BRTH.MA.ZS","BOL","YR2018",""
"SP.REG.BRTH.MA.ZS","ECU","YR2018",""
"SP.REG.BRTH.MA.ZS","PRY","YR2018",""
"SP.REG.BRTH.MA.ZS","PER","YR2018",""
"SP.REG.BRTH.MA.ZS","URY","YR2018",""
"SP.REG.BRTH.MA.ZS","VEN","YR2018",""
"SP.REG.BRTH.RU.ZS","ARG","YR2018",""
"SP.REG.BRTH.RU.ZS","BRA","YR2018",""
"SP.REG.BRTH.RU.ZS","CHL","YR2018",""
"SP.REG.BRTH.RU.ZS","COL","YR2018",""
"SP.REG.BRTH.RU.ZS","BOL","YR2018",""
"SP.REG.BRTH.RU.ZS","ECU","YR2018",""
"SP.REG.BRTH.RU.ZS","PRY","YR2018","47.6"
"SP.REG.BRTH.RU.ZS","PER","YR2018",""
"SP.REG.BRTH.RU.ZS","URY","YR2018",""
"SP.REG.BRTH.RU.ZS","VEN","YR2018",""
"SP.REG.BRTH.UR.ZS","ARG","YR2018",""
"SP.REG.BRTH.UR.ZS","BRA","YR2018",""
"SP.REG.BRTH.UR.ZS","CHL","YR2018",""
"SP.REG.BRTH.UR.ZS","COL","YR2018",""
"SP.REG.BRTH.UR.ZS","BOL","YR2018",""
"SP.REG.BRTH.UR.ZS","ECU","YR2018",""
"SP.REG.BRTH.UR.ZS","PRY","YR2018","86.1"
"SP.REG.BRTH.UR.ZS","PER","YR2018",""
"SP.REG.BRTH.UR.ZS","URY","YR2018",""
"SP.REG.BRTH.UR.ZS","VEN","YR2018",""
"SP.REG.DTHS.ZS","ARG","YR2018",""
"SP.REG.DTHS.ZS","BRA","YR2018",""
"SP.REG.DTHS.ZS","CHL","YR2018",""
"SP.REG.DTHS.ZS","COL","YR2018",""
"SP.REG.DTHS.ZS","BOL","YR2018",""
"SP.REG.DTHS.ZS","ECU","YR2018",""
"SP.REG.DTHS.ZS","PRY","YR2018",""
"SP.REG.DTHS.ZS","PER","YR2018",""
"SP.REG.DTHS.ZS","URY","YR2018",""
"SP.REG.DTHS.ZS","VEN","YR2018",""
"SH.HIV.1524.KW.FE.ZS","ARG","YR2018",""
"SH.HIV.1524.KW.FE.ZS","BRA","YR2018",""
"SH.HIV.1524.KW.FE.ZS","CHL","YR2018",""
"SH.HIV.1524.KW.FE.ZS","COL","YR2018",""
"SH.HIV.1524.KW.FE.ZS","BOL","YR2018",""
"SH.HIV.1524.KW.FE.ZS","ECU","YR2018",""
"SH.HIV.1524.KW.FE.ZS","PRY","YR2018",""
"SH.HIV.1524.KW.FE.ZS","PER","YR2018",""
"SH.HIV.1524.KW.FE.ZS","URY","YR2018",""
"SH.HIV.1524.KW.FE.ZS","VEN","YR2018",""
"SH.HIV.1524.KW.MA.ZS","ARG","YR2018",""
"SH.HIV.1524.KW.MA.ZS","BRA","YR2018",""
"SH.HIV.1524.KW.MA.ZS","CHL","YR2018",""
"SH.HIV.1524.KW.MA.ZS","COL","YR2018",""
"SH.HIV.1524.KW.MA.ZS","BOL","YR2018",""
"SH.HIV.1524.KW.MA.ZS","ECU","YR2018",""
"SH.HIV.1524.KW.MA.ZS","PRY","YR2018",""
"SH.HIV.1524.KW.MA.ZS","PER","YR2018",""
"SH.HIV.1524.KW.MA.ZS","URY","YR2018",""
"SH.HIV.1524.KW.MA.ZS","VEN","YR2018",""
"SH.HIV.KNOW.FE.ZS","ARG","YR2018",""
"SH.HIV.KNOW.FE.ZS","BRA","YR2018",""
"SH.HIV.KNOW.FE.ZS","CHL","YR2018",""
"SH.HIV.KNOW.FE.ZS","COL","YR2018",""
"SH.HIV.KNOW.FE.ZS","BOL","YR2018",""
"SH.HIV.KNOW.FE.ZS","ECU","YR2018",""
"SH.HIV.KNOW.FE.ZS","PRY","YR2018",""
"SH.HIV.KNOW.FE.ZS","PER","YR2018",""
"SH.HIV.KNOW.FE.ZS","URY","YR2018",""
